sku,vendor,title,super_category,primary_category,product_category_type,collection_name,material,colour_finish,width_mm,depth_mm,height_mm,installation_type,warranty_years,weight_kg,confidence
99656B,Caroma,Caroma Urbane II Bath/Shower Round Plate Wall Mixer with Diverter - Matte Black - 99656B,Tapware,Shower Tapware,,,,,,,,,,,0.491
99648BB,Caroma,Caroma Urbane II Bath/Shower Round Wall Mixer - Brushed Brass - 99648BB,Tapware,Shower Tapware,,,,,,,,,,,0.662
99648GM,Caroma,Caroma Urbane II Bath/Shower Round Wall Mixer - Gun Metal - 99648GM,Tapware,Shower Tapware,,,,,,,,,,,0.404
99632BB3A,Caroma,Caroma Urbane II Compact Twin Shower - Brushed Brass - 99632BB3A,Tapware,Shower Tapware,,,,,,,,,,,0.657
99632BN3A,Caroma,Caroma Urbane II Compact Twin Shower - Brushed Nickel - 99632BN3A,Tapware,Shower Tapware,,,,,,,,,,,0.681
99632C3A,Caroma,Caroma Urbane II Compact Twin Shower - Chrome - 99632C3A,Tapware,Shower Tapware,,,,,,,,,,,0.914
99632GM3A,Caroma,Caroma Urbane II Compact Twin Shower - Gun Metal - 99632GM3A,Tapware,Shower Tapware,,,,,,,,,,,0.772
99632B3A,Caroma,Caroma Urbane II Compact Twin Shower - Matte Black - 99632B3A,Tapware,Shower Tapware,,,,,,,,,,,0.74
99633B4E,Caroma,Caroma Urbane II Hand Shower - Matte Black - 99633B4E,Tapware,Shower Tapware,,,,,,,,,,,0.485
99631BB4E,Caroma,Caroma Urbane II Rail Shower - Brushed Brass - 99631BB4E,Tapware,Shower Tapware,,,,,,,,,,,0.509
99631BN4E,Caroma,Caroma Urbane II Rail Shower - Brushed Nickel - 99631BN4E,Tapware,Shower Tapware,,,,,,,,,,,0.475
99631C4E,Caroma,Caroma Urbane II Rail Shower - Chrome - 99631C4E,Tapware,Shower Tapware,,,,,,,,,,,0.565
99631GM4E,Caroma,Caroma Urbane II Rail Shower - Gun Metal - 99631GM4E,Tapware,Shower Tapware,,,,,,,,,,,0.63
99631B4E,Caroma,Caroma Urbane II Rail Shower - Matte Black - 99631B4E,Tapware,Shower Tapware,,,,,,,,,,,0.671
99630BB3A,Caroma,Caroma Urbane II Rail Shower with 300mm Overhead - Brushed Brass - 99630BB3A,Tapware,Shower Tapware,,,,,,,,,,,0.442
99630BN3A,Caroma,Caroma Urbane II Rail Shower with 300mm Overhead - Brushed Nickel - 99630BN3A,Tapware,Shower Tapware,,,,,,,,,,,0.452
99630C3A,Caroma,Caroma Urbane II Rail Shower with 300mm Overhead - Chrome - 99630C3A,Tapware,Shower Tapware,,,,,,,,,,,0.509
99630B3A,Caroma,Caroma Urbane II Rail Shower with 300mm Overhead - Matte Black - 99630B3A,Tapware,Shower Tapware,,,,,,,,,,,0.468
80106C,Caroma,Caroma Vivas Bath-Shower Diverter - Chrome - 80106C,Tapware,Shower Tapware,,,,,,,,,,,0.913
80103C,Caroma,Caroma Vivas Bath-Shower Mixer - Chrome - 80103C,Tapware,Shower Tapware,,,,,,,,,,,0.737
CL10053.C,Clark,CLARK Ceiling Arm 200mm - Chrome - CL10053.C,Tapware,Shower Tapware,,,,,,,,,,,0.502
CL10053.B,Clark,CLARK Ceiling Arm 200mm - Matte Black - CL10053.B,Tapware,Shower Tapware,,,,,,,,,,,0.455
CL10054.C,Clark,CLARK Ceiling Arm 300mm - Chrome - CL10054.C,Tapware,Shower Tapware,,,,,,,,,,,0.713
CL10052.C,Clark,CLARK Right Angled Wall Arm 400mm - Chrome - CL10052.C,Tapware,Shower Tapware,,,,,,,,,,,0.697
CL10052.B,Clark,CLARK Right Angled Wall Arm 400mm - Matte Black - CL10052.B,Tapware,Shower Tapware,,,,,,,,,,,0.626
CL10057.C3A,Clark,CLARK Round Basic Adjustable Shower  - Chrome - CL10057.C3A,Tapware,Shower Tapware,,,,,,,,,,,0.55
CL10056.C3A,Clark,CLARK Round Basic Fixed Shower - Chrome - CL10056.C3A,Tapware,Shower Tapware,,,,,,,,,,,0.548
CL10058.C3A,Clark,CLARK Round Basic Rail Shower - Chrome - CL10058.C3A,Tapware,Shower Tapware,,,,,,,,,,,0.523
CL10047.C3A,Clark,CLARK Round Rail Shower (Top Inlet) - Chrome - CL10047.C3A,Tapware,Shower Tapware,,,,,,,,,,,0.611
CL10047.B3A,Clark,CLARK Round Rail Shower (Top Inlet) - Matte Black - CL10047.B3A,Tapware,Shower Tapware,,,,,,,,,,,0.491
CL10033.C,Clark,CLARK Round Square Wall Mixer with Diverter - Chrome - CL10033.C,Tapware,Shower Tapware,,,,,,,,,,,0.672
CL10033.B,Clark,CLARK Round Square Wall Mixer with Diverter - Matte Black - CL10033.B,Tapware,Shower Tapware,,,,,,,,,,,0.494
CL10055.C,Clark,CLARK Upswept Wall Arm 400mm - Chrome - CL10055.C,Tapware,Shower Tapware,,,,,,,,,,,0.777
CL10055.B,Clark,CLARK Upswept Wall Arm 400mm - Matte Black - CL10055.B,Tapware,Shower Tapware,,,,,,,,,,,0.715
CL10028.C,Clark,Clark Round Pin Wall Mixer with Diverter - Chrome - CL10028.C,Tapware,Shower Tapware,,,,,,,,,,,0.714
CL10028.B,Clark,Clark Round Pin Wall Mixer with Diverter - Matte Black - CL10028.B,Tapware,Shower Tapware,,,,,,,,,,,0.535
CL60029.B,Clark,Clark Square Shower Screen Hook - CL60029.B,Tapware,Shower Tapware,,,,,,,,,,,0.532
AVSS1200C,Decina,Decina Avalon Frameless Shower Screen - AVSS1200C,Tapware,Shower Tapware,,,,,,,,,,,0.632
AVSYS1200R,Decina,Decina Avalon Frameless Shower Screen System - Rear Outlet - AVSYS1200R,Tapware,Shower Tapware,,,,,,,,,,,0.421
CASSANGLEC,Decina,Decina Cascade 1000 Angle Semi-Frameless Pivot Shower Screen - CASSANGLEC,Tapware,Shower Tapware,,,,,,,,,,,0.439
CASS1000C,Decina,Decina Cascade 1000 Square-Semi-Frameless Pivot Shower Screen - CASS1000C,Tapware,Shower Tapware,,,,,,,,,,,0.442
CASYS1000CC,Decina,Decina Cascade 1000 Square-Semi-Frameless Pivot Shower System - Centre Waste - CASYS1000CC,Tapware,Shower Tapware,,,,,,,,,,,0.72
CASYS1000RC,Decina,Decina Cascade 1000 Square-Semi-Frameless Pivot Shower System - Rear Waste - CASYS1000RC,Tapware,Shower Tapware,,,,,,,,,,,0.749
CASS1200C,Decina,Decina Cascade 1200 Rectangle-Semi-Frameless Pivot Shower Screen - CASS1200C,Tapware,Shower Tapware,,,,,,,,,,,0.445
CASYS1200RC,Decina,Decina Cascade 1200 Rectangle-Semi-Frameless Pivot Shower System - Rear Waste - CASYS1200RC,Tapware,Shower Tapware,,,,,,,,,,,0.709
CASS900C,Decina,Decina Cascade 900 Square-Semi-Frameless Pivot Shower Screen - CASS900C,Tapware,Shower Tapware,,,,,,,,,,,0.433
CASYS900CC,Decina,Decina Cascade 900 Square-Semi-Frameless Pivot Shower System - Centre Waste - CASYS900CC,Tapware,Shower Tapware,,,,,,,,,,,0.722
CASYS900RC,Decina,Decina Cascade 900 Square-Semi-Frameless Pivot Shower System - Rear Waste - CASYS900RC,Tapware,Shower Tapware,,,,,,,,,,,0.752
FLSYSCURVED,Decina,Decina Floriano 1000 Curved Shower System - Rear Waste - FLSYSCURVED,Tapware,Shower Tapware,,,,,,,,,,,0.69
FLSSCURVED,Decina,Decina Floriano 1000 Curved Sliding Shower Screen - FLSSCURVED,Tapware,Shower Tapware,,,,,,,,,,,0.48
SB1000R3T,Decina,Decina Luna 1000 Rear Waste Shower Base - SB1000R3T,Tapware,Shower Tapware,,,,,,,,,,,0.436
SB1000C3T,Decina,Decina Luna Shower Base 1000 Centre 3 Tiling Bead - SB1000C3T,Tapware,Shower Tapware,,,,,,,,,,,0.446
SB900C3T,Decina,Decina Luna Shower Base 900 Centre 3 Tiling Bead - SB900C3T,Tapware,Shower Tapware,,,,,,,,,,,0.436
SHC1201 R4,Decina,Decina Prelude 1200 Rear Waste Shower Base - SHC1201 R4,Tapware,Shower Tapware,,,,,,,,,,,0.445
SHC0911 R4,Decina,Decina Prelude 895 Rear Outlet Shower Base - SHC0911 R4,Tapware,Shower Tapware,,,,,,,,,,,0.537
6502.04,Dorf,Dorf Hugo Bath-Shower Mixer with Diverter - Chrome - 6502.04,Tapware,Shower Tapware,,,,,,,,,,,0.88
6512.04,Dorf,Dorf Napoleon Bath-Shower Mixer with Diverter - Chrome - 6512.04,Tapware,Shower Tapware,,,,,,,,,,,0.88
3182.043A,Dorf,Dorf Stayfast Adjustable Wall Shower - Chrome - 3182.043A,Tapware,Shower Tapware,,,,,,,,,,,0.63
3182.04.5,Dorf,"Dorf Stayfast Shower ""AAA"" Hangsell Blister Pack - Chrome - 3182.04.5",Tapware,Shower Tapware,,,,,,,,,,,0.549
6904.04,Dorf,Dorf Villa Bath-Shower Mixer with Diverter - Chrome - 6904.04,Tapware,Shower Tapware,,,,,,,,,,,0.88
811023C,Dorf,Dorf Viridian Bath-Shower Wall Mixer Round Plate - Chrome - 811023C,Tapware,Shower Tapware,,,,,,,,,,,0.475
53260,Elson,Elson Esperance Shower Set - Chrome - 53260,Tapware,Shower Tapware,,,,,,,,,,,0.959
53210,Elson,Elson Esperance Shower Set - White/Chrome - 53210,Tapware,Shower Tapware,,,,,,,,,,,0.942
54260,Elson,Elson Henty Shower Set - Chrome - 54260,Tapware,Shower Tapware,,,,,,,,,,,0.959
59262,Elson,Elson Trent Shower Set - Chrome - 59262,Tapware,Shower Tapware,,,,,,,,,,,0.959
411108B-A,Fienza,"Fienza Hustle Round Gooseneck Shower Arm Set, Matte Black - 411108B-A",Tapware,Shower Tapware,Shower Arm,Hustle,brass,matte black,200,,,wall mounted,,,0.6499999999999998
411101B-A,Fienza,"Fienza Hustle Square Gooseneck Shower Arm Set, Matte Black - 411101B-A",Tapware,Shower Tapware,Shower Arm,Hustle,brass,Matte Black,200,,,wall mounted,,,0.6749999999999999
411125-A,Fienza,"Fienza Kaya Gooseneck Shower Arm Set, Chrome - 411125-A",Tapware,Shower Tapware,,,,,,,,,,,0.609
411125GM-A,Fienza,"Fienza Kaya Gooseneck Shower Arm Set, Gun Metal - 411125GM-A",Tapware,Shower Tapware,,,,,,,,,,,0.569
411125B-A,Fienza,"Fienza Kaya Gooseneck Shower Arm Set, Matte Black - 411125B-A",Tapware,Shower Tapware,,,,,,,,,,,0.725
411125BN-B,Fienza,"Fienza Kaya Shower Arm Set, Brushed Nickel - 411125BN-B",Tapware,Shower Tapware,,,,,,,,,,,0.548
411125-B,Fienza,"Fienza Kaya Shower Arm Set, Chrome - 411125-B",Tapware,Shower Tapware,,,,,,,,,,,0.555
411125GM-B,Fienza,"Fienza Kaya Shower Arm Set, Gun Metal - 411125GM-B",Tapware,Shower Tapware,,,,,,,,,,,0.512
411125B-B,Fienza,"Fienza Kaya Shower Arm Set, Matte Black - 411125B-B",Tapware,Shower Tapware,,,,,,,,,,,0.702
411125UB-B,Fienza,"Fienza Kaya Shower Arm Set, Urban Brass - 411125UB-B",Tapware,Shower Tapware,,,,,,,,,,,0.626
411125BN-C,Fienza,"Fienza Kaya Shower Dropper Set, Brushed Nickel - 411125BN-C",Tapware,Shower Tapware,,,,,,,,,,,0.575
228102B,Fienza,Fienza Kaya Wall Diverter Mixer Large Round Plate Includes In-Wall Body - Matte Black - 228102B,Tapware,Shower Tapware,,,,,,,,,,,0.499
228102MW,Fienza,Fienza Kaya Wall Diverter Mixer Large Round Plate Includes In-Wall Body - Matte White - 228102MW,Tapware,Shower Tapware,,,,,,,,,,,0.451
228102CO,Fienza,Fienza Kaya Wall Diverter Mixer Large Round Plate Includes In-Wall Body - PVD Brushed Copper - 228102CO,Tapware,Shower Tapware,,,,,,,,,,,0.453
228102BN,Fienza,Fienza Kaya Wall Diverter Mixer Large Round Plate Includes In-Wall Body - PVD Brushed Nickel - 228102BN,Tapware,Shower Tapware,,,,,,,,,,,0.535
228102GM,Fienza,Fienza Kaya Wall Diverter Mixer Large Round Plate Includes In-Wall Body - PVD Gun Metal - 228102GM,Tapware,Shower Tapware,,,,,,,,,,,0.476
228102UB,Fienza,Fienza Kaya Wall Diverter Mixer Large Round Plate Includes In-Wall Body - PVD Urban Brass - 228102UB,Tapware,Shower Tapware,Diverter,Kaya,brass,,228,,,Wall mounted,5,,0.6714285714285715
332103,Fienza,Fienza Laredo Shower Set - 332103,Tapware,Shower Tapware,,,,,,,,,,,0.607
444114B,Fienza,Fienza Lillian Rail Shower - Matte Black - 444114B,Tapware,Shower Tapware,,,,,,,,,,,0.409
455114BN,Fienza,Fienza Lillian Twin Shower - Brushed Nickel - 455114BN,Tapware,Shower Tapware,,,,,,,,,,,0.448
411138BN-A,Fienza,Fienza Lillian Wall Arm Shower Set - Brushed Nickel - 411138BN-A,Tapware,Shower Tapware,Shower Arm,Lillian,brass,Brushed Nickel,208,,,Wall Mounted,,,0.6499999999999998
411138B-A,Fienza,Fienza Lillian Wall Arm Shower Set - Matte Black - 411138B-A,Tapware,Shower Tapware,Shower Arm,Lillian,brass,Matte Black,208,,,,,,0.6714285714285714
411138-A,Fienza,"Fienza Lillian Wall Arm Shower Set, Chrome - 411138-A",Tapware,Shower Tapware,Shower Arm,Lillian,brass,Chrome,208,,,,,,0.6555555555555554
333103,Fienza,Fienza Michelle Shower Set - 333103,Tapware,Shower Tapware,,,,,,,,,,,0.607
444106,Fienza,Fienza Stella Rail Shower with Soap Dish - 444106,Tapware,Shower Tapware,,,,,,,,,,,0.641
28-0506A,Flexispray,Flexispray All Directional Hi-Rise Shower - Chrome - 28-0506A,Tapware,Shower Tapware,,,,,,,,,,,0.714
30-4004,Flexispray,Flexispray Bermuda Hi Rise Shower 3 Function - Chrome - 30-4004,Tapware,Shower Tapware,,,,,,,,,,,0.676
CUBX004HP,Franke,Franke Cubus Towel Arm - CUBX004HP,Tapware,Shower Tapware,,,,,,,,,,,0.404
3SHD-EXT-B + SHD-INT-SP-BPC,Gareth Ashton,Gareth Ashton Lucia Complete Shower-Bath Diverter Mixer - Black - 3SHD-EXT-B + SHD-INT-SP-BPC,Tapware,Shower Tapware,,,,,,,,,,,0.501
6BS-WS-B,Gareth Ashton,Gareth Ashton Poco 3 Hole Bath-Shower Mixer Set - Black - 6BS-WS-B,Tapware,Shower Tapware,,,,,,,,,,,0.534
6BS-WS-BB,Gareth Ashton,Gareth Ashton Poco 3 Hole Bath-Shower Mixer Set - Brushed Brass - 6BS-WS-BB,Tapware,Shower Tapware,,,,,,,,,,,0.523
6BS-WS,Gareth Ashton,Gareth Ashton Poco 3 Hole Bath-Shower Mixer Set - Chrome - 6BS-WS,Tapware,Shower Tapware,Bath-Shower Mixer,Poco,brass,Chrome,300,130,220,Wall Mounted,10,2.6,0.6599999999999999
6BS-WS-BN,Gareth Ashton,Gareth Ashton Poco 3 Hole Bath/Shower Mixer Set – Brushed Nickel - 6BS-WS-BN,Tapware,Shower Tapware,,,,,,,,,,,0.536
6BS-WS-GM,Gareth Ashton,Gareth Ashton Poco 3 Hole Bath/Shower Mixer Set – Gun Metal - 6BS-WS-GM,Tapware,Shower Tapware,,,,,,,,,,,0.541
6SHD-EXT-BB + 6SHD-INT-BB,Gareth Ashton,Gareth Ashton Poco Diverter Wall Mixer - Brushed Brass - 6SHD-EXT-BB + 6SHD-INT-BB,Tapware,Shower Tapware,,,,,,,,,,,0.479
6SHD-EXT + 6SHD-INT,Gareth Ashton,Gareth Ashton Poco Diverter Wall Mixer - Chrome - 6SHD-EXT + 6SHD-INT,Tapware,Shower Tapware,Wall Mixer,Poco,brass,Chrome,64,120,165,Wall Mounted,5,1.79,0.6642857142857143
6SH-EXT-BB + 6SH-INT-BB,Gareth Ashton,Gareth Ashton Poco Shower Wall Mixer - Brushed Brass - 6SH-EXT-BB + 6SH-INT-BB,Tapware,Shower Tapware,,,,,,,,,,,0.411
CC8045,Gentec,Gentec COMCARE Anti-Microbial Non Slip 400mm Fold Down Shower Seat with Support Leg - CC8045,Tapware,Shower Tapware,,,,,,,,,,,0.745
NGM4500,Gentec,Gentec DZR NGM4500 Brass In-Wall Recess Shower Mixer w/Diverter - Chrome,Tapware,Shower Tapware,,,,,,,,,,,0.949
ECO1000EXP,Gentec,Gentec ECOSAFE Combination Shower and Eye Wash - ECO1000EXP,Tapware,Shower Tapware,,,,,,,,,,,0.662
ECO1000FPEXP,Gentec,Gentec ECOSAFE Floor Mounted Combination Shower with eye face wash & foot pedal - ECO1000FPEXP,Tapware,Shower Tapware,,,,,,,,,,,0.609
NGM4000,Gentec,Gentec Nugen 110mm Single Lever Shower Mixer (Includes In-Wall Body - Chrome - NGM4000,Tapware,Shower Tapware,,,,,,,,,,,0.85
REB4000,Gentec,Gentec Rebel Shower Mixer with Yellow/Blue Handle - 75mm Cover Plate - Chrome - REB4000,Tapware,Shower Tapware,,,,,,,,,,,0.514
SHH3900,Gentec,Gentec Shower Set with T Rail - SHH3900,Tapware,Shower Tapware,,,,,,,,,,,0.874
186000BB,Greens,Greens - Skyla AirFlo™ Rail Shower - Brushed Brass - 186000BB,Tapware,Shower Tapware,,,,,,,,,,,0.429
186000BC,Greens,Greens - Skyla AirFlo™ Rail Shower - Brushed Copper - 186000BC,Tapware,Shower Tapware,,,,,,,,,,,0.406
186000GM,Greens,Greens - Skyla AirFlo™ Rail Shower - Gunmetal - 186000GM,Tapware,Shower Tapware,,,,,,,,,,,0.666
186000MB,Greens,Greens - Skyla AirFlo™ Rail Shower - Matte Black - 186000MB,Tapware,Shower Tapware,,,,,,,,,,,0.602
18690BB,Greens,Greens - Skyla AirFlo™ Twin Rail Shower - Brushed Brass - 18690BB,Tapware,Shower Tapware,,,,,,,,,,,0.589
18690BC,Greens,Greens - Skyla AirFlo™ Twin Rail Shower - Brushed Copper - 18690BC,Tapware,Shower Tapware,,,,,,,,,,,0.572
18690BN,Greens,Greens - Skyla AirFlo™ Twin Rail Shower - Brushed Nickel - 18690BN,Tapware,Shower Tapware,,,,,,,,,,,0.577
18690CP,Greens,Greens - Skyla AirFlo™ Twin Rail Shower - Chrome - 18690CP,Tapware,Shower Tapware,,,,,,,,,,,0.687
18690GM,Greens,Greens - Skyla AirFlo™ Twin Rail Shower - Gunmetal - 18690GM,Tapware,Shower Tapware,,,,,,,,,,,0.837
18690MB,Greens,Greens - Skyla AirFlo™ Twin Rail Shower - Matte Black - 18690MB,Tapware,Shower Tapware,,,,,,,,,,,0.746
253490BN,Greens,Greens Astro II Shower/Bath Diverter Mixer Includes Body – Brushed Nickel - 253490BN,Tapware,Shower Tapware,,,,,,,,,,,0.503
1930091,Greens,Greens Corban Diverter Wall Mixer Trim (Body Extra) - Brushed Nickel - 1930091,Tapware,Shower Tapware,,,,,,,,,,,0.77
1930090,Greens,Greens Corban Diverter Wall Mixer Trim (Body Extra) - Chrome - 1930090,Tapware,Shower Tapware,,,,,,,,,,,0.499
1930097,Greens,Greens Corban Diverter Wall Mixer Trim (Body Extra) - Matte Black - 1930097,Tapware,Shower Tapware,,,,,,,,,,,0.406
1930080,Greens,Greens Corban Shower Mixer Trim (Body Extra) - Chrome - 1930080,Tapware,Shower Tapware,,,,,,,,,,,0.727
1930081,Greens,Greens Corban Shower Mixer Trim Set (Body Extra) - Brushed Nickel - 1930081,Tapware,Shower Tapware,,,,,,,,,,,0.6
9193596,Greens,Greens Diverter Mixer In-Wall Rough-In Body - Brushed Brass 9193596,Tapware,Shower Tapware,,,,,,,,,,,0.924
9193591,Greens,Greens Diverter Mixer In-Wall Rough-In Body - Brushed Nickel 9193591,Tapware,Shower Tapware,,,,,,,,,,,0.885
9193590,Greens,Greens Diverter Mixer In-Wall Rough-In Body - Chrome 9193590,Tapware,Shower Tapware,,,,,,,,,,,0.948
9193597,Greens,Greens Diverter Mixer In-Wall Rough-In Body - Matte Black 9193597,Tapware,Shower Tapware,,,,,,,,,,,0.859
64400BB,Greens,Greens Glide Syntra RainBoost Adjustable Rail Shower - Brushed Brass - 64400BB,Tapware,Shower Tapware,,,,,,,,,,,0.55
64400GM,Greens,Greens Glide Syntra RainBoost Adjustable Rail Shower - Gun Metal - 64400GM,Tapware,Shower Tapware,,,,,,,,,,,0.464
64400MB,Greens,Greens Glide Syntra RainBoost Adjustable Rail Shower - Matte Black - 64400MB,Tapware,Shower Tapware,,,,,,,,,,,0.481
21290BB,Greens,Greens Glide Syntra RainBoost Twin Rail Shower - Brushed Brass - 21290BB,Tapware,Shower Tapware,,,,,,,,,,,0.589
21290BN,Greens,Greens Glide Syntra RainBoost Twin Rail Shower - Brushed Nickel - 21290BN,Tapware,Shower Tapware,,,,,,,,,,,0.577
21290CP,Greens,Greens Glide Syntra RainBoost Twin Rail Shower - Chrome - 21290CP,Tapware,Shower Tapware,,,,,,,,,,,0.687
21290GM,Greens,Greens Glide Syntra RainBoost Twin Rail Shower - Gun Metal - 21290GM,Tapware,Shower Tapware,,,,,,,,,,,0.729
21290MB,Greens,Greens Glide Syntra RainBoost Twin Rail Shower - Matte Black - 21290MB,Tapware,Shower Tapware,,,,,,,,,,,0.746
67300BB,Greens,Greens Glide Syntra RainBoost Wall Shower - Brushed Brass - 67300BB,Tapware,Shower Tapware,,,,,,,,,,,0.464
67300BN,Greens,Greens Glide Syntra RainBoost Wall Shower - Brushed Nickel - 67300BN,Tapware,Shower Tapware,,,,,,,,,,,0.449
67300CP,Greens,Greens Glide Syntra RainBoost Wall Shower - Chrome - 67300CP,Tapware,Shower Tapware,,,,,,,,,,,0.732
67300GM,Greens,Greens Glide Syntra RainBoost Wall Shower - Gun Metal - 67300GM,Tapware,Shower Tapware,,,,,,,,,,,0.606
67300MB,Greens,Greens Glide Syntra RainBoost Wall Shower - Matte Black - 67300MB,Tapware,Shower Tapware,,,,,,,,,,,0.614
239104BB,Greens,Greens Lavish Brass Handshower w/Wall Outlet Bracket - Brushed Brass - 239104BB,Tapware,Shower Tapware,,,,,,,,,,,0.468
239104BC,Greens,Greens Lavish Brass Handshower w/Wall Outlet Bracket - Brushed Cooper - 239104BC,Tapware,Shower Tapware,,,,,,,,,,,0.436
239104BN,Greens,Greens Lavish Brass Handshower w/Wall Outlet Bracket - Brushed Nickel - 239104BN,Tapware,Shower Tapware,,,,,,,,,,,0.448
239104CP,Greens,Greens Lavish Brass Handshower w/Wall Outlet Bracket - Chrome - 239104CP,Tapware,Shower Tapware,,,,,,,,,,,0.455
239104MB,Greens,Greens Lavish Brass Handshower w/Wall Outlet Bracket - Matte Black - 239104MB,Tapware,Shower Tapware,,,,,,,,,,,0.413
239100BB,Greens,Greens Lavish Brass Rail Shower - Brushed Brass - 239100BB,Tapware,Shower Tapware,,,,,,,,,,,0.618
239100BC,Greens,Greens Lavish Brass Rail Shower - Brushed Copper - 239100BC,Tapware,Shower Tapware,,,,,,,,,,,0.405
239100CP,Greens,Greens Lavish Brass Rail Shower - Chrome - 239100CP,Tapware,Shower Tapware,,,,,,,,,,,0.463
239100GM,Greens,Greens Lavish Brass Rail Shower - Gun Metal - 239100GM,Tapware,Shower Tapware,,,,,,,,,,,0.525
239100MB,Greens,Greens Lavish Brass Rail Shower - Matte Black - 239100MB,Tapware,Shower Tapware,,,,,,,,,,,0.562
239103BB,Greens,Greens Lavish Brass Twin Rail Shower System - Brushed Brass - 239103BB,Tapware,Shower Tapware,,,,,,,,,,,0.541
239103BC,Greens,Greens Lavish Brass Twin Rail Shower System - Brushed Copper - 239103BC,Tapware,Shower Tapware,,,,,,,,,,,0.554
239103BN,Greens,Greens Lavish Brass Twin Rail Shower System - Brushed Nickel - 239103BN,Tapware,Shower Tapware,,,,,,,,,,,0.629
239103CP,Greens,Greens Lavish Brass Twin Rail Shower System - Chrome - 239103CP,Tapware,Shower Tapware,,,,,,,,,,,0.761
239103GM,Greens,Greens Lavish Brass Twin Rail Shower System - Gun Metal - 239103GM,Tapware,Shower Tapware,,,,,,,,,,,0.606
239103MB,Greens,Greens Lavish Brass Twin Rail Shower System - Matte Black - 239103MB,Tapware,Shower Tapware,,,,,,,,,,,0.607
239102BB,Greens,Greens Lavish Brass Wall Shower - Brushed Brass - 239102BB,Tapware,Shower Tapware,,,,,,,,,,,0.419
239102BC,Greens,Greens Lavish Brass Wall Shower - Brushed Copper - 239102BC,Tapware,Shower Tapware,,,,,,,,,,,0.429
239102BN,Greens,Greens Lavish Brass Wall Shower - Brushed Nickel - 239102BN,Tapware,Shower Tapware,,,,,,,,,,,0.446
239102CP,Greens,Greens Lavish Brass Wall Shower - Chrome - 239102CP,Tapware,Shower Tapware,,,,,,,,,,,0.7
239102GM,Greens,Greens Lavish Brass Wall Shower - Gun Metal - 239102GM,Tapware,Shower Tapware,,,,,,,,,,,0.572
239102MB,Greens,Greens Lavish Brass Wall Shower - Matte Black - 239102MB,Tapware,Shower Tapware,,,,,,,,,,,0.561
LF24203580BB,Greens,Greens Novi Shower Mixer Lead Free - Brushed Brass - LF24203580BB,Tapware,Shower Tapware,,,,,,,,,,,0.727
LF24203580BN,Greens,Greens Novi Shower Mixer Lead Free - Brushed Nickel - LF24203580BN,Tapware,Shower Tapware,,,,,,,,,,,0.847
LF24203580CP,Greens,Greens Novi Shower Mixer Lead Free - Chrome - LF24203580CP,Tapware,Shower Tapware,,,,,,,,,,,0.954
LF24203580GM,Greens,Greens Novi Shower Mixer Lead Free - Gun Metal - LF24203580GM,Tapware,Shower Tapware,,,,,,,,,,,0.806
LF24203580MB,Greens,Greens Novi Shower Mixer Lead Free - Matte Black - LF24203580MB,Tapware,Shower Tapware,,,,,,,,,,,0.847
24203590BB,Greens,Greens Novi Shower Mixer w/Diverter - Brushed Brass - 24203590BB,Tapware,Shower Tapware,,,,,,,,,,,0.843
24203590BN,Greens,Greens Novi Shower Mixer w/Diverter - Brushed Nickel - 24203590BN,Tapware,Shower Tapware,,,,,,,,,,,0.865
24203590CP,Greens,Greens Novi Shower Mixer w/Diverter - Chrome - 24203590CP,Tapware,Shower Tapware,,,,,,,,,,,0.959
24203590GM,Greens,Greens Novi Shower Mixer w/Diverter - Gun Metal - 24203590GM,Tapware,Shower Tapware,,,,,,,,,,,0.919
24203590MB,Greens,Greens Novi Shower Mixer w/Diverter - Matte Black - 24203590MB,Tapware,Shower Tapware,,,,,,,,,,,0.928
1910091,Greens,Greens Oakley Diverter Wall Mixer (Trim Only) - Brushed Nickel - 1910091,Tapware,Shower Tapware,,,,,,,,,,,0.444
1910090,Greens,Greens Oakley Diverter Wall Mixer (Trim Only) - Chrome - 1910090,Tapware,Shower Tapware,,,,,,,,,,,0.484
1910097,Greens,Greens Oakley Diverter Wall Mixer (Trim Only) - Matte Black - 1910097,Tapware,Shower Tapware,,,,,,,,,,,0.847
1910080,Greens,Greens Oakley Shower Wall Mixer (Trim Only) - Chrome - 1910080,Tapware,Shower Tapware,,,,,,,,,,,0.642
9019201,Greens,Greens Optima Hand Shower on Bracket - Brushed Nickel - 9019201,Tapware,Shower Tapware,,,,,,,,,,,0.513
9019200,Greens,Greens Optima Hand Shower on Bracket - Chrome - 9019200,Tapware,Shower Tapware,,,,,,,,,,,0.582
237000BB,Greens,Greens Optima Plus AirFlo Rail Shower - LF Brushed Brass - 237000BB,Tapware,Shower Tapware,,,,,,,,,,,0.504
237000BN,Greens,Greens Optima Plus AirFlo Rail Shower - LF Brushed Nickel - 237000BN,Tapware,Shower Tapware,,,,,,,,,,,0.542
237000CP,Greens,Greens Optima Plus AirFlo Rail Shower - LF Chrome - 237000CP,Tapware,Shower Tapware,,,,,,,,,,,0.636
237000GM,Greens,Greens Optima Plus AirFlo Rail Shower - LF Gun Metal - 237000GM,Tapware,Shower Tapware,,,,,,,,,,,0.5
237000MB,Greens,Greens Optima Plus AirFlo Rail Shower - LF Matte Black - 237000MB,Tapware,Shower Tapware,,,,,,,,,,,0.497
